Year,Overflow_Type,Municipality,Wet-Dry-Event,NPDES,Date_discovered,Time_discovered,Days,Hours,Minutes,Location,Pipe-Manhole-ID,ZipCode,Latitude,Longitude,Collection-System,QUAN-GALS-Gross,QUAN-GALS-Net,Cause,HealthDeptNotified,How_HeatlhDepart_Was_Notified,Corrective_Action,Watershed,Receiving_waters,County,Comment,Penalty_Collected,Penalty_Collected_Comments
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:35:00 PM,0,3,30,W. Garrison Ave. & Queensberry Rd.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,129000,129000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/4/2018,,,,,3908 Maine Ave.,Clean out,21207,39.326784,-76.684019,City of Baltimore Dept. of Public Works,99,99,"Rags, roots.",,,Relieved 6 inch house connection choke with 75 ft. of electric cable.  Confirmed lateral and mainline are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/4/2018,10:40:00 AM,0,23,50,4403 Frederick Ave.,Manhole,21229,39.280258,-76.687543,City of Baltimore Dept. of Public Works,28600,28600,"Rags, rain, trash/debris, sand, gravel, rocks.",,,Procedures are in place to determine obstruction in flow at this location. Multiple field visits including CCTV inspection performed by contractor.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/6/2018,1:28:00 PM,0,1,25,4701 Reisterstown Rd.,Pipe,21215,39.341469,-76.674025,City of Baltimore Dept. of Public Works,425,425,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 325 ft. of pressure hose.  Performed mainline CCTV inspection; confirmed line is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/9/2018,,,,,3012 Gibbons Ave.,Clean out,21214,39.350427,-76.561038,City of Baltimore Dept. of Public Works,99,99,"Rags, roots.",,,Relieved 6 inch house connection choke with 45 ft. of electric cable. Performed house lateral CCTV inspection.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/10/2018,2:33:00 PM,0,1,34,823 Vine St.,Manhole,21201,39.2905,-76.630283,City of Baltimore Dept. of Public Works,282,282,"Grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 250 ft. of pressure hose.  Performed mainline CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/11/2018,6:25:00 AM,0,4,45,428 E. Preston St.,Manhole,21202,39.30514,-76.60977,City of Baltimore Dept. of Public Works,849000,849000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/11/2018,6:30:00 AM,0,2,10,1901 Falls Rd.,Manhole,21211,39.311744,-76.620287,City of Baltimore Dept. of Public Works,48000,48000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/12/2018,7:40:00 PM,0,0,40,8201 Eastern Blvd.,Clean out,21224,39.294468,-76.495718,Back River WWTP,3000,3000,Capped clean out line started leaking.,,,Leak was stopped. Grounds staff affected containment and completed clean up  and securing of area. Lime was added to grassy area and drying surface liquid followed by scooping and sweeping.,,Blacktop and ground near plant's flushing water tower,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/13/2018,,,,,1901 Chesapeake Ave.,Clean out,21226,39.237711,-76.573416,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 35 ft. of pressure hose.  Confirmed connecion is clear.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/13/2018,2:13:00 PM,0,0,58,3636 Woodland Ave.,Clean out,21215,39.339464,-76.675065,City of Baltimore Dept. of Public Works,99,99,Rags.,,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,,City of Baltimore Dept. of Public Works,Wet,,6/13/2018,,,,,4016 Liberty Heights Ave.,Manhole,21207,39.32895,-76.68689,City of Baltimore Dept. of Public Works,0,0,Other.,,,Performed analysis on sample and determined it to be groundwater.  No sewage overflow occurred.,,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/13/2018,,,,,5665 Purdue Ave.,Clean out,21239,39.358512,-76.593651,City of Baltimore Dept. of Public Works,99,99,"Rags, roots.",,,Relieved house connection choke with 60 ft. of electric cable.  Performed house lateral CCTV inspection.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/14/2018,9:51:00 AM,76,4,9,4600 E. Wabash Ave.,Clean out,21215,39.338913,-76.675471,City of Baltimore Dept. of Public Works,3333,3333,"Infiltration/inflow, pipe break.",,,Repaired damage to lateral.  Confirmed overflow is abated via dye testing.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/14/2018,,,,,2805 Bookert Dr.,Clean out,21225,39.247456,-76.626895,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed house lateral CCTV inspection.,Patapsco L N Br,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/16/2018,,,,,701 N. Carey St.,Clean out,21217,39.2968,-76.638432,City of Baltimore Dept. of Public Works,99,99,"Rags, roots.",,,Relieved house connection choke with 45 ft. of electric cable.  Confirmed house connection and mainline are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/16/2018,,,,,3603 Windsor Mill Rd.,Clean out,21216,39.312068,-76.678479,City of Baltimore Dept. of Public Works,99,99,"Roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 75 ft. of electric cable.  Performed house lateral CCTV inspection; flushed and cleaned 8 inch mainline.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/16/2018,,,,,4103 Springdale Ave.,Clean out,21207,39.326431,-76.689143,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed connection and mainline are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/16/2018,,,,,406 N. Paca St.,Manhole,21201,39.294219,-76.622882,City of Baltimore Dept. of Public Works,6,6,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/20/2018,,,,,29 N. Poppleton St.,Clean out,21201,39.289686,-76.63202,City of Baltimore Dept. of Public Works,2,2,Unknown.,,,Flushed and cleaned 8 inch mainline with 170 ft. of pressure hose.  Performed dye test and CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/22/2018,6:24:00 PM,0,2,59,447 Brunswick St.,Manhole,21223,39.27949,-76.659297,City of Baltimore Dept. of Public Works,537,537,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved mainline choke with 150 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/23/2018,9:01:00 PM,0,0,39,6400 O'Donnell St.,Manhole,21224,39.281646,-76.538175,City of Baltimore Dept. of Public Works,156,156,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved mainline choke with 125 ft. of pressure hose.  Performed CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/25/2018,,,,,729 Dolphin St.,Clean out,21201,39.297461,-76.631944,City of Baltimore Dept. of Public Works,3,3,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; confirmed connection and mainline are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/25/2018,,,,,1822 E. 29th St.,Clean out,21218,39.324832,-76.589761,City of Baltimore Dept. of Public Works,4,4,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection; flushed and cleaned 8 inch mainline.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/26/2018,1:31:00 PM,0,8,20,2001 W. Patapsco Ave.,Clean out,21230,39.250262,-76.64346,City of Baltimore Dept. of Public Works,1000,1000,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable; washed down the area.  Performed house lateral CCTV inspection.,Patapsco River L N Br,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/28/2018,,,,,1515 Burnwood Rd.,Clean out,21239,39.353631,-76.588568,City of Baltimore Dept. of Public Works,4,4,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed house lateral CCTV inspection.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/2/2018,,,,,1619 Gwynns Falls Pkwy.,Clean out,21217,39.317613,-76.648684,City of Baltimore Dept. of Public Works,5,5,"Rags, roots.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/5/2018,1:00:00 PM,,,,8201 Eastern Ave.,Pumping Station,21224,39.298562,-76.496205,City of Baltimore Dept. of Public Works,300,300,Broken valve.,,,Pumping stopped immediately and the leak stopped. Faulty valve to be repaired or replaced. Spill was contained with lime and the closest storm drain was sand bagged.,Back River,Grass and parking driveway.,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/6/2018,4:59:00 PM,0,1,44,3700 Gough St.,Clean out,21224,39.288958,-76.566462,City of Baltimore Dept. of Public Works,104,104,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable. Performed house lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/6/2018,1:10:00 PM,0,8,7,4500 Moravia Rd.,Manhole,21206,39.328412,-76.556343,City of Baltimore Dept. of Public Works,974,974,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 400 ft. of pressure hose.  Performed mainline CCTV inspection.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/8/2018,1:10:00 PM,0,1,9,717 Roundview Rd.,Clean out,21225,39.247507,-76.620868,City of Baltimore Dept. of Public Works,69,69,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Patapsco River L N Br,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/8/2018,,,,,1811 Moreland Ave.,Clean out,21216,39.308838,-76.655631,City of Baltimore Dept. of Public Works,5,5,"Roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/9/2018,6:05:00 PM,0,3,54,1412 N. Luzerne Ave.,Clean out,21213,39.30728,-76.581637,City of Baltimore Dept. of Public Works,234,234,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 5 ft. of electric cable and expander.  Performed house lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/9/2018,,,,,3700 Gough St.,Clean out,21224,39.288958,-76.566462,City of Baltimore Dept. of Public Works,15,15,Grease.,,,Relieved house connection choke with 60 ft. of electric cable.  Performed house lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,7/10/2018,,,,,3603 Windsor Mill Rd.,Clean out,21216,39.312068,-76.678479,City of Baltimore Dept. of Public Works,5,5,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 75 ft. of electric cable.  Performed house lateral CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/15/2018,,,,,5900 Poplin Ave.,Manhole,21209,39.367514,-76.660647,City of Baltimore Dept. of Public Works,15,15,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 160 ft. of pressure hose.  Performed mainline CCTV inspection; cleaned the manhole.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/16/2018,9:32:00 AM,,,,2802 Springhill Ave.,Pipe,21215,39.331311,-76.662979,City of Baltimore Dept. of Public Works,0,0,"Rags, pipe break.  Overflow still active.",,,Performed CCTV inspection on house connections.  Investigating possible options for lining. Final volume and stop time will be updated when the overflow is abated.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/17/2018,1:40:00 PM,0,1,8,1601 N. Fulton Ave.,Manhole,21217,39.306782,-76.645944,City of Baltimore Dept. of Public Works,680,680,"Rags, grease, trash/debris, sand/gravel, rocks.",,,Relieved mainline choke with 250 ft. of pressure hose.  Cleaned the mainline and confirmed the choke was relieved.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/17/2018,,,,,3612 Keene Ave.,Clean out,21214,39.347633,-76.55282,City of Baltimore Dept. of Public Works,5,5,Roots.,,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/17/2018,12:48:00 PM,0,0,42,3101 Eastern Ave.,Manhole,21224,39.286174,-76.572694,City of Baltimore Dept. of Public Works,210,210,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved choke with 280 ft. of pressure hose.  Flushed and cleaned 8 inch mainline.  Confirmed mainline is clear.,Baltimore Harbor,Inner Harbor,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/19/2018,,,,,4120 Hamilton Ave.,Clean out,21206,39.343169,-76.546164,City of Baltimore Dept. of Public Works,4,4,"Rags, roots.",,,Relieved house connection choke with 90 ft. of electric cable.  Performed house lateral CCTV inspection; confirmed connection is clear.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,,,,,2543 Marbourne Ave.,Clean out,21230,39.253899,-76.648698,City of Baltimore Dept. of Public Works,5,5,Roots.,,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,5:00:00 PM,,,,428 E. Preston St.,Manhole,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,0,0,Rain.  Overflow ongoing.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,5:25:00 PM,0,11,0,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,1161000,1161000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,,,,,1819 Eager St.,Manhole,21205,39.301932,-76.591441,City of Baltimore Dept. of Public Works,960000,960000,Rain.,,,Overflow subsided following heavy rain event.  Location is equipped with a meter to alert when activations take place.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,5:05:00 PM,0,12,20,428 E. Preston St.,Manhole,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,6265000,6265000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,10:50:00 PM,0,1,35,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,15000,15000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,11:05:00 PM,0,2,30,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,-76.709847,City of Baltimore Dept. of Public Works,35000,35000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,11:40:00 PM,0,0,40,3104 Liberty Heights Ave.,Manhole,21215,39.323506,-76.66814,City of Baltimore Dept. of Public Works,4000,4000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/21/2018,10:25:00 PM,0,0,10,2121 Wicomico St.,Manhole,21230,39.268633,-76.641336,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,,Maintenance crew arrived on location.  Overflow subsided following heavy rain event.  Location is equipped with a meter to alert when activations take place.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/22/2018,9:00:00 PM,0,8,30,428 E. Preston St.,Manhole,21202,39.30514,-76.609771,City of Baltimore Dept. of Public Works,702000,702000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/22/2018,12:45:00 AM,0,0,35,E. 32nd St. & St. Paul St.,Manhole,21218,39.320835,-76.616318,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/22/2018,12:10:00 AM,0,1,55,1731 E. Chase St.,Manhole,21213,39.303101,-76.592971,City of Baltimore Dept. of Public Works,179000,179000,"Rain, trash/debris, sand, gravel, rocks.",,,Maintenance crew arrived on location.  Overflow subsided after heavy rain event.  Manhole is equipped with an Event Notification System monitor.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/22/2018,12:50:00 AM,0,0,15,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/22/2018,12:50:00 AM,0,0,20,N. Charles St. & W. Lanvale St.,Manhole,21202,39.310777,-76.615619,City of Baltimore Dept. of Public Works,14000,14000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,1:17:00 PM,9,2,13,301 S. Beechfield Ave.,Manhole,21229,39.280796,-76.693617,City of Baltimore Dept. of Public Works,1309300,1309300,Pipe break.,,,Contractor restored part of the stacked manhole and successfully installed bypass pumping to abate SSO. City is exploring possible options to improve the stability of collection system in this area.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,2:40:00 AM,0,0,50,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,17000,17000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,4:44:00 PM,7,0,6,Edmondson Ave. & Hilton Pkwy.,Pipe,21229,39.294175,-76.672767,City of Baltimore Dept. of Public Works,36033333,36033333,Pipe break.,,,Successfully set up bypass pumping to abate overflow. Mainlines will need to be reconstructured to resume normal operations.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,2:45:00 AM,0,0,55,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,14000,14000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,2:50:00 AM,0,0,35,3104 Liberty Heights Ave.,Manhole,21215,39.323506,-76.66814,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,1:17:00 PM,,,,301 S. Beechfield Ave.,Manhole,21229,39.280796,-76.693617,City of Baltimore Dept. of Public Works,0,0,Pipe break.,,,City investigating extent of damage and engaging contractor to install bypass pumping. Point repair or lining may be options to prevent reoccurrence long-term.  This overflow is ongoing.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,8:30:00 PM,2,9,50,428 E. Preston St.,Manhole,21202,39.30514,-76.609771,City of Baltimore Dept. of Public Works,25480000,25480000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/23/2018,11:22:00 AM,0,2,50,1820 Spence St.,Manhole,21230,39.268497,-76.651085,City of Baltimore Dept. of Public Works,3400,3400,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 150 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,10:10:00 AM,0,2,45,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,92000,92000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:35:00 PM,0,3,30,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,167000,167000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,10:00:00 AM,0,4,40,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,166000,166000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,6:44:00 PM,2,15,53,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.367849,-76.665348,City of Baltimore Dept. of Public Works,766600,766600,Rain.,,,Conditions returned to normal following multiple heavy rain events.  This stacked manhole is susceptible to overflow when reaching capacity. City is aware of repeated overflows at this location.,Jones Falls,Western Branch,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:25:00 PM,0,0,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.326931,-76.615881,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,5:55:00 AM,0,8,40,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,-76.709847,City of Baltimore Dept. of Public Works,121331,121331,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:20:00 PM,0,10,40,3404 Glen Ave.,Manhole,21215,39.357154,-76.685975,City of Baltimore Dept. of Public Works,896000,896000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,9:55:00 AM,0,8,40,3404 Glen Ave.,Manhole,21215,39.357154,-76.685975,City of Baltimore Dept. of Public Works,640000,640000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:30:00 PM,0,5,25,3104 Liberty Heights Ave.,Manhole,21215,39.323506,-76.66814,City of Baltimore Dept. of Public Works,313000,313000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:30:00 PM,0,5,5,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,207000,207000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:10:00 PM,0,1,0,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308745,-76.616388,City of Baltimore Dept. of Public Works,22000,22000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,,,,,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,264000,264000,Rain.,,,Overflow subsided following heavy rain event. Location is equipped with an Event Notification System meter. Meter did not activate at this time.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:20:00 PM,0,10,40,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,2682000,2682000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
